,acy,sem,cos_id,cos_code,num_limit,dep_limit,URL,cos_cname,cos_credit,cos_hours,TURL,teacher,cos_time,memo,cos_ename,brief,degree,dep_id,dep_primary,dep_cname,dep_ename,cos_type,cos_type_e,crsoutline_type,reg_num,depType
1131_110023,113,1,110023,MDMD10100,150,*,,計算機概論,2.00,2.00,,潘美連,M34-YX216[YM],限醫學系學生修課,Introduction to Computer Science,,1,101,1,醫學系,School of Medicine,必修,Required,data,119,U
1131_110031,113,1,110031,MDMD10147,155,*,,生物學,3.00,3.00,,羅清維、陳燕彰、李曉暉、可文亞、陳儀聰、陳妤,M234-YX406[YM],他系同學選修須經授課教師同意。,Biology,,1,P07,1,生物科技管理學程,Biotechnology Management Program,選修,Elective,data,78,P
1131_110059,113,1,110059,MDMD20261,9999,*,,麻醉學,1.00,1.00,,丁乾坤、林祐霆、朱雅淳、曹正明、鄒美勇、何照明、張光宜、楊舜欽、宋俊松、林素滿、鄒樂起、林世斌、王審之、郭怡敏、王馨苡、吳襄齡、鄧惟濃、柯惠瑄、張文貴、劉靖揚,M1234-YT003[YM],請依醫學系課表上課,Anesthesiology,,1,101,1,醫學系,School of Medicine,必修,Required,data,145,U
1131_110076,113,1,110076,MDMD10013,9999,*,,大體解剖學,2.00,2.00,,鄭瓊娟、傅毓秀、李學德、蔡佩君、郭曉縈、侯珮珊、周昆達、吳宏達、熊偉、陳威志,M1234T12345678W1234R12345678F1234-YT001[YM],"限醫三牙二, 請參照PBL整合課程行事曆",Gross Anatomy,,1,101,1,醫學系,School of Medicine,必修,Required,data,186,U
1131_110078,113,1,110078,MDMD10085,9999,*,,組織學,1.00,1.00,,鄭瓊娟、葉添順、李學德、王先逸、郭曉縈、蔣偉程,M1234T12345678W1234R12345678F1234-YT001[YM],"限醫三牙二, 請參照PBL整合課程行事曆",Histology,,1,101,1,醫學系,School of Medicine,必修,Required,data,186,U
1131_110079,113,1,110079,MDMD10087,9999,*,,組織學實驗,.50,1.00,,鄭瓊娟、葉添順、李學德、王先逸、郭曉縈、蔣偉程,M1234T12345678W1234R12345678F1234-YT001[YM],"限醫三牙二, 請參照PBL整合課程行事曆",Lab. in Histology,,1,101,1,醫學系,School of Medicine,必修,Required,data,192,U
1131_110081,113,1,110081,MDMD10089,9999,*,,胚胎學,.60,.60,,鄭瓊娟、李學德、王先逸,M1234T12345678W1234R12345678F1234-YT001[YM],"限醫三牙二, 請參照PBL整合課程行事曆",Embryology,,1,101,1,醫學系,School of Medicine,必修,Required,data,187,U
1131_110090,113,1,110090,MDMD20082,9999,*,,循環學,1.50,1.50,,余文鍾、胡瑜峰、黃金洲、黃柏勳、林彥璋、羅力瑋、鄭浩民、宋思賢、陳嬰華、盧澤民、許喬博、吳道正、許百豐、鐘法博、林晉宇、段大全、黃少嵩、吳承學、張俊欽、黃偉銘、李秋陽、李星原,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Circulation,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110091,113,1,110091,MDMD20032,9999,*,,呼吸學,1.50,1.50,,陽光耀、許瀚水、陳育民、彭殿王、謝致政、周昆達、潘聖衛、趙恆勝、周中偉、林芳綺、蘇剛正、劉鎮旗、江起陸、余文光、陳燕溫、馮嘉毅、徐博奎、黃建勝、羅永鴻,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Diseases of the Respiratory System,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110092,113,1,110092,MDMD20121,9999,*,,新陳代謝及內分泌學,1.40,1.40,,胡啟民、陳涵栩、李奕德、王俊興、林時逸、郭錦松、黃加璋、沈宜靜、李佳霖、林冠宏、林道承、王繁棻、吳崇暉、林亮羽,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Metabolism and Endocrinology,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110093,113,1,110093,MDMD20159,9999,*,,消化學,1.50,1.50,,羅景全、盧俊良、許瀚水、黃怡翔、李懿宬、李重賓、黃惠君、方文良、李癸汌、王心儀、藍耿欣、朱啟仁、王彥博、李沛璋、謝昀蓁、周書正、葉勇呈,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Gastroenterology,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110094,113,1,110094,MDMD20186,9999,*,,神經學,1.50,1.50,,紀乃方、王署君、楊懷哲、李宜中、傅中玲、黃文成、吳昭慶、廖翊筑、尤香玉、王嚴鋒、梁仁峯、劉祐岑、杜宗熹、李政家、賴冠霖、周建成、費立宇、林浚仁、蕭丞宗、張軒侃、郭昭宏、蔣漢琳,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Neurology,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110095,113,1,110095,MDMD20193,9999,*,,精神科學,1.60,1.60,,白雅美、藍祚鴻、陳牧宏、李正達、蘇東平、周元華、洪成志、楊凱鈞、林韋丞、劉英杰、徐如維、胡力予、蔡佳芬、沈正哲、劉慕恩、鄭佳洵、鄭智銘、陳麗淇,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Psychiatry,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110096,113,1,110096,MDMD20204,9999,*,,耳鼻喉科學,1.60,1.60,,戴世光、鄭彥甫、藍敏瑛、廖文輝、王懋哲、許彥彬、趙勻廷、黃毓雯、李宗倫、張嘉帆、丁冠中、陳志昊、葉建甫,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Otolaryngology,,1,101,1,醫學系,School of Medicine,必修,Required,data,136,U
1131_110097,113,1,110097,MDMD20166,9999,*,,皮膚科學,1.00,1.00,,陳志強、洪千惠、吳貞宜、李定達、朱思穎、何翊芯、馬聖翔、李政源,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Dermatology,,1,101,1,醫學系,School of Medicine,必修,Required,data,135,U
1131_110098,113,1,110098,MDMD20111,9999,*,,放射治療學,.30,.30,,劉裕明、王令瑋、胡育文、康鈺玫、藍天立,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Radiation Therapy,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110099,113,1,110099,MDMD20076,9999,*,,影像診斷學,1.30,1.30,,凌憬峰、吳銘庭、周宜宏、邱宏仁、陳俊谷、邱乃祈、柳建安、吳慶蘭,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Imaging Diagnosis,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110100,113,1,110100,MDMD20129,9999,*,,核子醫學,.40,.40,,彭南靖、王昱豐、胡蓮欣、林可瀚、李哲皓、姚珊汎,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Nuclear Medicine,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_110101,113,1,110101,MDMD20077,9999,*,,復健醫學,.40,.40,,高崇蘭、楊翠芬、張誌剛、蔡昀岸、李思慧、邱然偉、劉鼎浩,M12345678T34W123478R1234F12345678-YT002[YM],"限醫學系四年級, 請參照PBL整合課程行事曆",Physical Medicine & Rehabilitation,,1,101,1,醫學系,School of Medicine,必修,Required,data,138,U
1131_111506,113,1,111506,DEDE20010,50,*,,口腔診斷學,2.00,2.00,,張國威、楊政杰、吳靜宜、洪凱風、張蓮鈺、林怡君、林弘斌、王文岑、李立慈、陳軒弘,M34-YD320[YM],,Oral Diagnosis,,1,150,1,牙醫學系,Department of Dentistry ,必修,Required,data,41,U
1131_111518,113,1,111518,DEDE10048,50,*,,生物統計學,2.00,2.00,,季麟揚、林伯彥,M12-YD214[YM],,Biostatistics,,1,150,1,牙醫學系,Department of Dentistry ,必修,Required,data,41,U
1131_111519,113,1,111519,DEDE20017,50,*,,外科學概論,2.00,2.00,,張世慶、許瀚水、洪榮志、羅文良、陳維熊、葉發來、王鑑瀛、石育仲、黃聖捷、黃國宏、陳沂名、鍾孝仁、吳思賢,M12-YD105[YM],,Introduction to Surgery,,1,150,1,牙醫學系,Department of Dentistry ,必修,Required,data,40,U
1131_111531,113,1,111531,DEDE20021,50,*,,局部贋復學實驗,3.00,9.00,,許明倫、林嘉澍、耿藝文、張景智、張志麟、謝旻杰、林慧觀、張采宇、楊博雅、許文瑛、黃籌永、吳曉霖,M123456789-YD210[YM],,Removable Partial Denture Prosthodontics Lab.,,1,150,1,牙醫學系,Department of Dentistry ,必修,Required,data,41,U
1131_111545,113,1,111545,DEDE10059,50,*,,計算機概論,2.00,2.00,,林宥成,M34-EB115[GF],,Introduction to Computer Science,,1,150,1,牙醫學系,Department of Dentistry ,必修,Required,data,43,U
1131_111800,113,1,111800,NSDN20005,254,N,,傳播科技與健康照護,2.00,2.00,,胡慧蘭、曾意儒、陳俞琪、童恒新、雷文玫、侯宜菁、林承霈、游婉雲、陳盈如,M34-YN418[YM],實地線上混合教學課程 (陽明校區：YN321，交大校區：線上，請向教師索取線上連結),The application of media and technology in healthcare,,1,QLS,1,護理學系智慧健康照護跨域學程,,選修,Elective,data,10,Q
1131_111803,113,1,111803,NSDN20011,254,*,,成人護理學Ⅰ,3.00,3.00,,孫秀卿、陳俞琪、邱愛富、廖媛美、童恒新、胡慧蘭、黃淑鶴、楊曼華、侯宜菁、陳律言、廖咨詠、廖淑櫻、童惠芳,M1234T1234W1234-,,Adult NursingⅠ,,1,201,1,護理學系,Department of Nursing,必修,Required,data,43,U
1131_111804,113,1,111804,NSDN20013,254,*,,成人護理學實習Ⅰ,3.00,6.00,,孫秀卿、陳俞琪、黃淑鶴、楊曼華、陳律言、賴鼎璁、溫明寰、林曼玲、童惠芳、王佳雯、王佩琮、許志忠、呂翠萍、盧一瑩、塗勝翔、吳碧珠、莊瑞玲、施瓊玉、林承萱、張嘉琪、楊易宏、郭憶文、許鈺絹、蘇惠文、楊翎玉,M12345678T12345678W12345678-,台北榮總、衛生福利部桃園醫院,Adult Nursing PracticeⅠ,,1,201,1,護理學系,Department of Nursing,必修,Required,data,43,U
1131_111807,113,1,111807,NSDN20014,254,*,,成人護理學實習Ⅱ,3.00,6.50,,孫秀卿、陳俞琪、廖媛美、黃淑鶴、楊曼華、陳律言、廖咨詠、賴鼎璁、張議文、廖淑櫻、李雅萍、溫明寰、林曼玲、童惠芳、王佳雯、連如玉、呂翠萍、盧一瑩、塗勝翔、吳碧珠、梁巧儒、張嘉琪、周珊如、郭憶文、許鈺絹、蘇惠文、楊翎玉,M12345678T12345678W12345678-,台北榮總,Adult Nursing PracticeⅡ,,1,201,1,護理學系,Department of Nursing,必修,Required,data,43,U
1131_111809,113,1,111809,NSDN20016,254,*,,社區衛生護理學,3.00,3.00,,王子芳、黃子庭、陳怡如、簡莉盈、陳紀雯、周承珍、廖咨詠、林承霈、張芬娥、周明慧,M12345678T12345678W12345678-YN301[YM],,Community Health Nursing,,1,201,1,護理學系,Department of Nursing,必修,Required,data,40,U
1131_111810,113,1,111810,NSDN20017,254,*,,社區衛生護理學實習,3.00,6.70,,王子芳、周承珍、廖咨詠、林承霈、張丞淯、林麗華、吳佳珊、謝玉如、周明慧、劉慧芬、唐鳳屏,M123456789T123456789W123456789-,北投健康服務中心,Community Health Nursing Practice,,1,201,1,護理學系,Department of Nursing,必修,Required,data,40,U
1131_111811,113,1,111811,NSDN20018,254,N,,精神衛生護理學,3.00,3.00,,楊秋月、許樹珍、張秀如、胡力予、張阿雪、洪珮瑜、江逸萱、羅素貞、楊牧曦,M12345678T12345678W5678-YN301[YM],,Psychiatric Mental Health Nursing,,1,QLS,1,護理學系智慧健康照護跨域學程,,選修,Elective,data,40,Q
1131_111812,113,1,111812,NSDN20019,254,*,,精神衛生護理學實習,3.00,6.70,,楊秋月、張阿雪、羅素貞、楊牧曦、鄭淑琴,M123456789T123456789W123456789-,台北榮總、國軍北投醫院,Psychiatric Mental Health Nursing Practice,,1,201,1,護理學系,Department of Nursing,必修,Required,data,40,U
1131_111909,113,1,111909,PSPM20009,30,N,,社區藥學,2.00,2.00,,姜紹青、王明媛、邱建強、鄭文柏、曾光洵、陳宜萱、許銘能、周佳賢、龍正軒、曾冠燁、潘美貝,M34-YR101[YM],,Introduction to Community Pharmacy,,1,231,1,藥學系,Department of Pharmacy,必修,Required,data,35,U
1131_112016,113,1,112016,BEBL20038,9999,*,,血液學及臨床血液學,3.00,3.00,,呂世正、孫光蕙、涂玉青、蘇美慈、林烱熙,M234-YB101[YM],,Hematology and Clinical Hematology,,1,260,1,醫學生物技術暨檢驗學系,Department of Biotechnology and Laboratory Science in Medicine,必修,Required,data,45,U
1131_112101,113,1,112101,BEBE10012,9999,*,,計算機概論,3.00,3.00,,詹家泰,M234-YX501[YM],,Introduction to Computer Science,,1,261,1,生物醫學工程學系,Department of Biomedical Engineering,必修,Required,data,39,U
1131_112220,113,1,112220,BEPT20026,45,*,,物理治療臨床實習(一),4.00,8.00,,羅鴻基、王瑞瑤、施怡芬,M12345678T12345678-,非物治系學生選修本課程，需先經授課老師同意,Physical Therapy Practicum (I),,1,262,1,物理治療暨輔助科技學系, Department of Physical Therapy and Assistive Technology,必修,Required,data,39,U
1131_112231,113,1,112231,BEPT20057,45,*,,肌肉骨骼物理治療學(二),2.00,2.00,,王子娟、林吟亮、陳子敬、劉育銓、丁于旻,M12-YB601[YM],非物治系學生選修本課程，需先經授課老師同意,Musculoskeletal Physical Therapy (Ⅱ),,1,262,1,物理治療暨輔助科技學系, Department of Physical Therapy and Assistive Technology,必修,Required,data,38,U
1131_112232,113,1,112232,BEPT20059,45,*,,肌肉骨骼物理治療學實作(二),1.00,2.00,,王子娟、林吟亮、陳子敬、劉育銓、丁于旻,M34-YB601[YM],非物治系學生選修本課程，需先經授課老師同意,Musculoskeletal Physical Therapy Practicum (Ⅱ),,1,262,1,物理治療暨輔助科技學系, Department of Physical Therapy and Assistive Technology,必修,Required,data,38,U
1131_112306,113,1,112306,BEIR10034,55,*,,計算機概論,2.00,2.00,,盧家鋒,M34-YB100[YM],[English Medium Course]放一、物一合班,Introduction to Computer Science,,1,263,1,生物醫學影像暨放射科學系,Department of Biomedical Imaging and Radiological Sciences ,選修,Elective,data,66,U
1131_112316,113,1,112316,BEIR10020,9999,*,,有機化學(二),2.00,2.00,,陳傳霖,M34-YT103[YM],,Organic Chemistry(II),,1,263,1,生物醫學影像暨放射科學系,Department of Biomedical Imaging and Radiological Sciences ,選修,Elective,data,5,U
1131_112328,113,1,112328,BEIR20039,9999,*,,臨床放射治療劑量學,2.00,2.00,,田蕙茹,M34-YT202[YM],,Clinical dosimetry therapy planning,,1,263,1,生物醫學影像暨放射科學系,Department of Biomedical Imaging and Radiological Sciences ,選修,Elective,data,25,U
1131_112331,113,1,112331,BEIR20023,9999,*,,核醫造影技術學實習,2.00,6.00,,醫放系、王昱豐、張智勇、劉建助、陳怡潔,M123456-,,Nuclear Medicine Imaging Technology Practice,,1,263,1,生物醫學影像暨放射科學系,Department of Biomedical Imaging and Radiological Sciences ,必修,Required,data,33,U
1131_112502,113,1,112502,LSLS10003,9999,*,,化學原理實驗,1.00,3.00,,許世宜、楊念中,M234-YED109[YM],生科一、不分系一合班上課,Chemical Principle Lab.,,1,304,1,生命科學系暨基因體科學研究所 , Institute of Genome Sciences ,必修,Required,data,48,U
1131_112505,113,1,112505,LSLS10021,60,*,,生物化學,4.00,4.00,,孫維欣、張欣暘、陳嘉霖,M34R34-YL402[YM],"生科二、不分系二、生物科管學程合班上課
外系修課需經授課教師同意",Biochemistry,,1,P07,1,生物科技管理學程,Biotechnology Management Program,選修,Elective,data,41,P
1131_410008,113,1,410008,BTBT10042,120,*,,生物科技概論(一),1.00,1.00,http://sites.google.com/site/ethanilanlab/,蘭宜錚,M3-A103[GF],生科系老師合開,Introduction to Biotechnology (I),,1,350,1,生物科技學系,Department of Biological Science and Technology,必修,Required,data,95,U
1131_410015,113,1,410015,BTBT10024,50,*,,有機化學實驗（一）,2.00,6.00,https://sites.google.com/site/thechuanggroup/,莊士卿,M4n5678-SB120[GF],,Organic Chemistry Lab. (I),,1,350,1,生物科技學系,Department of Biological Science and Technology,選修,Elective,data,40,U
1131_514101,113,1,514101,HSFL10011,25,N,,初級日文(一),2.00,2.00,,王瑋婷,M34-F207[GF],開放二三四年級選修,Elementary Japanese (1),,1,450,1,外國語文學系,Department of Foreign Languages and Literatures,必修,Required,data,28,U
1131_514102,113,1,514102,HSFL10023,18,N,,英文作文(一) A組,2.00,2.00,,胡心瑜,M34-HC401[GF],A組，限外文系。,English Composition (1) A,,1,450,1,外國語文學系,Department of Foreign Languages and Literatures,必修,Required,data,18,U
1131_514103,113,1,514103,HSFL10024,18,N,,英文作文(一) B組,2.00,2.00,,萬宗綸,M34-HC402[GF],B組，限外文系,English Composition (1) B,,1,450,1,外國語文學系,Department of Foreign Languages and Literatures,必修,Required,data,20,U
1131_514133,113,1,514133,HSFL20051,30,N,,十九世紀英國女性小說(文類課：小說),3.00,3.00,,馮品佳,M234-F322[GF],專選，開放全年級。,Nineteenth-Century British Women&#039;s Fiction(Genre:Fiction),,1,450,1,外國語文學系,Department of Foreign Languages and Literatures,選修,Elective,data,30,U
1131_514140,113,1,514140,HSFL10049,23,*,,劇場設計與技術(一),2.00,2.00,,徐仲驊,M34-HB203[GF],,Theater Design and Technique (1),,1,450,1,外國語文學系,Department of Foreign Languages and Literatures,選修,Elective,data,23,U
1131_310001,113,1,310001,HKHS10005,105,N,,客家社會與文化導論,3.00,3.00,http://http://asiilsl.myweb.hinet.net/,羅烈師,M234-EC022[GF],上課地點:EC022,Introduction to Hakka Society and Culture,,1,QJW,1,人文社會學系跨域學程(B)外系學生,Department of Humanities and Social Sciences,選修,Elective,data,105,Q
1131_310018,113,1,310018,HKHS20053,40,N,,你的邊陲我的家：近代到現代中國邊疆史,3.00,3.00,,盧正恒,M234-HKB09[LJ],,Your Periphery and My Home: Chinese Borderlands History from Early Modern to Modern Period,,1,481,1,人文社會學系,Department of Humanities and Social Sciences,選修,Elective,data,68,U
1131_514003,113,1,514003,HSCH00008,30,N,,科技藝術概論,2.00,2.00,http://legacy-lab.com,劉辰岫,M34-HC103[GF],,Introduction to Technology and Art,,1,QKS,1,人文社會學院藝術與音樂跨域學程,College of Humanities and Social Sciences for Transdisciplinary Inn,選修,Elective,data,32,Q
1131_514021,113,1,514021,HSCH00005,20,N,https://www.mitchlinmusic.com/,電影配樂賞析,2.00,2.00,http://www.mitchlinmusic.com,林明學,M34-YX502[YM],,Film Music：Analysis and Aesthetics,,1,QKZ,1,說故事與多媒體跨域學程,,選修,Elective,data,17,Q
1131_515220,113,1,515220,EEDM10019,65,*,,微分方程,3.00,3.00,,王仲益,M34W2-EC115[GF],,Differential Equation,,1,509,1,半導體工程學系,Department of Microelectronics,必修,Required,data,62,U
1131_515116,113,1,515116,EEEC10022,40,N,,進階物件導向程式設計,3.00,3.00,,王學誠,Mn56-EE632[GF],Lab: Mabc，教室EE632,Advanced Object-Oriented Programming,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,29,Q
1131_515120,113,1,515120,EEEC10016,50,N,,訊號與系統,3.00,3.00,https://www.facebook.com/groups/979424035585033,陳永平,M2W34-EE209[GF],,Signals and Systems,,1,511,1,電機工程學系,Department of Electrical and Computer Engineering,必修,Required,data,62,U
1131_515123,113,1,515123,EEEC20018,150,N,,天線導論,3.00,3.00,,陳富強,"Mn56-EC016[GF],Mn56-ED203[GF]",,Introduction to Antennas,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,181,Q
1131_515134,113,1,515134,EEEC20055,80,N,,自動控制系統,3.00,3.00,http://cssplab.cn.nctu.edu.tw,吳炳飛,M2W34-EE623[GF],,Automatic Control Systems,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,68,Q
1131_515136,113,1,515136,EEEC20057,120,N,,計算機組織,3.00,3.00,,劉志尉,M34W2-ED220[GF],,Computer Organization,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,168,Q
1131_515137,113,1,515137,EEEC20057,150,N,,計算機組織,3.00,3.00,,陳坤志,M34W2-EDB26[GF],,Computer Organization,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,104,Q
1131_515142,113,1,515142,EEEC20071,120,N,,通訊原理(一),3.00,3.00,,桑梓賢,M2R78-ED220[GF],,Principle of Communication Engineering (I): Analog and Digital Systems,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,81,Q
1131_515143,113,1,515143,EEEC20072,70,N,,通訊原理(二),3.00,3.00,http://140.113.13.233,陳伯寧,M34R4-EDB01[GF],,Principle of Communication Engineering (II): Spread Spectrum & Coding,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,22,Q
1131_515147,113,1,515147,EEEC20082,100,N,,離散數學,3.00,3.00,,帥宏翰,Mn56-ED219[GF],以電機系學生優先選課。,Discrete Mathematics   ,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,111,Q
1131_515156,113,1,515156,EEEC20091,90,N,,電腦網路導論,3.00,3.00,http://bun.lab.nycu.edu.tw/~ting/,林亭佑,"F2-CS-PC3[GF],F2-CS-PC4[GF],M34-EDB27[GF]",上課教室：M34-EDB27；F2-計中PC3/PC4,Introduction to Computer Networks ,,1,511,1,電機工程學系,Department of Electrical and Computer Engineering,選修,Elective,data,54,U
1131_515157,113,1,515157,EEEC20096,65,N,,電力電子實驗,3.00,4.00,,陳鴻祺,M34F89-EE623[GF],"上課時段週一34節在工程五館EE623、
Lab: 週五89節實驗在工程五館EE611；其餘實驗時段請與授課教師聯絡。",Power Electronics Labs.,,1,QKI,1,電機工程學系跨域學程(B)外系學生,1,選修,Elective,data,66,Q
1131_515407,113,1,515407,EEDP10011,9999,*,,微分方程,3.00,3.00,,陳智弘,M34W2-EO103[GF],線上同步教學,Differential Equations,,1,514,1,光電工程學系,Department  of Photonics,必修,Required,data,51,U
1131_516102,113,1,516102,ENME10018,60,N,,熱力學（一）,3.00,3.00,,劉耀先,M34F2-EE106[GF],2A,Thermodynamics (I),,1,QJB,1,機械工程學系跨域學程(B)外系學生,Department of Mechanical Engineering  for Cross-disciplinary B,選修,Elective,data,69,Q
1131_516116,113,1,516116,ENME10018,60,N,,熱力學（一）,3.00,3.00,,傅本然,M34F2-EE132[GF],2B,Thermodynamics (I),,1,QJB,1,機械工程學系跨域學程(B)外系學生,Department of Mechanical Engineering  for Cross-disciplinary B,選修,Elective,data,61,Q
1131_516120,113,1,516120,ENME20013,30,N,,數值控制工具機之程式教學及實作,3.00,3.00,https://cclabliaonctu.wixsite.com/cclnctu,廖英皓,M234-EA105[GF],核心選修課程/  開3/4年級  實習工廠,CNC Machine Exercising,,1,611,1,機械工程學系,Department of Mechanical Engineering,選修,Elective,data,27,U
1131_516203,113,1,516203,ENCV10007,70,N,,工程材料學,3.00,3.00,,陳垂欣,M34R2-EB118[GF],AB班,Engineering Materials,,1,612,1,土木工程學系,Department of Civil Engineering,必修,Required,data,54,U
1131_516204,113,1,516204,ENCV10007,55,N,,工程材料學,3.00,3.00,,陳垂欣,M2R34-EB415[GF],[English Medium Course]C班,Engineering Materials,,1,612,1,土木工程學系,Department of Civil Engineering,必修,Required,data,35,U
1131_516226,113,1,516226,ENCV20033,50,N,,結構學（二）,3.00,3.00,,郭心怡,M34T2-EB108[GF],,Theory of Structures (II),,1,612,1,土木工程學系,Department of Civil Engineering,選修,Elective,data,28,U
1131_516228,113,1,516228,ENCV20017,50,N,,工程數學（三）,3.00,3.00,,張憲國,M2R56-EB402[GF],,Engineering Mathematics (III),,1,612,1,土木工程學系,Department of Civil Engineering,選修,Elective,data,10,U
1131_516302,113,1,516302,ENMS10017,72,N,,材料熱力學(一),3.00,3.00,,曾院介,M3R34-EF205[GF],"1.限材料系、半導體工程學系(奈米科學組)選修 
2.外系及外校請於開學後「加退選期間」以書面加選",Thermodynamics of Materials(I),,1,QJD,1,材料科學與工程學系跨域學程(B)外系學生, Department of Materials Science and Engineering for cross-discipli,必修,Required,data,82,Q
1131_516303,113,1,516303,ENMS10005,60,N,,工程數學(一),3.00,3.00,,徐雍鎣,M4T34-EF205[GF],"1.第一~第三階段限材料系加選
2.開學後才開放外系或外校加選",Engineering Mathematics(I),,1,QJC,1,材料科學與工程學系跨域學程(A)本系學生, Department of Materials Science and Engineering for Cross-Discipli,必修,Required,data,57,Q
1131_516312,113,1,516312,ENMS20010,60,N,,陶瓷材料,3.00,3.00,,陳三元,M34R3-EF201[GF],"1.第一~第三階段限材料系、半導體工程學系(奈米科學組)加選
2.開學後才開放外系或外校加選",Ceramics Materials,,1,QJD,1,材料科學與工程學系跨域學程(B)外系學生, Department of Materials Science and Engineering for cross-discipli,選修,Elective,data,43,Q
1131_516607,113,1,516607,SCEP10006,75,N,,應用數學（二）（微分方程）,3.00,3.00,,吳建德,M34W2-SC158[GF],,Applied Maths. (II)(Differential Equation),,1,651,1,電子物理學系,Department of Electro-Physics,必修,Required,data,58,U
1131_516708,113,1,516708,SCMA10009,9999,*,,微分方程,3.00,3.00,,石至文,M34W2-SA311[GF],,Differential Equations,,1,652,1,應用數學系,Department of Applied Mathematics,必修,Required,data,66,U
1131_516710,113,1,516710,SCMA20015,40,N,,基礎圖論,3.00,3.00,,陳秋媛,M34W56-SC206[GF],,Fundamental Graph Theory,,1,652,1,應用數學系,Department of Applied Mathematics,選修,Elective,data,34,U
1131_516815,113,1,516815,SCAC10006,26,N,,書報討論A(一),1.00,2.00,https://dac.nycu.edu.tw/members/1266,吳淑褓,M34-SC159[GF],[English Medium Course],Seminar A (I),,1,654,1,應用化學系,Department of Applied Chemistry,必修,Required,data,27,U
1131_517410,113,1,517410,MGEM20017,9999,*,,數理統計,3.00,3.00,,董弘平,M234-MB418[GF],,Mathematical Statistics,,1,704,1,工業工程與管理學系,Department of Industrial Engineering and Management,選修,Elective,data,23,U
1131_517510,113,1,517510,MGIF10002,60,N,,公司理財,3.00,3.00,,林智勇,M234-M-b09[GF],大三必修；資財系優先選課；外系學生請於開學加退選階段上網選課。,Corporate Finance,,1,705,1,資訊管理與財務金融系,Department of Information and Finance Management,必修,Required,data,56,U
1131_910004,113,1,910004,SESE00021,9999,N,,導師輔導(1),.00,2.00,https://sites.google.com/view/shao-hung,鄭紹宏,M12-,電機組，上課地點：國防大學理工學院,Tutor Guidance(1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,22,T
1131_910005,113,1,910005,SESE00021,9999,N,,導師輔導(1),.00,2.00,,游竹淋,M12-,化材組，上課地點：國防大學理工學院,Tutor Guidance(1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,24,T
1131_910006,113,1,910006,SESE00021,9999,N,,導師輔導(1),.00,2.00,,蔡明達,M12-,環資組，上課地點：國防大學理工學院,Tutor Guidance(1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,18,T
1131_910007,113,1,910007,SESE00021,9999,N,,導師輔導(1),.00,2.00,,葉昭南,M12-,動力組，上課地點：國防大學理工學院,Tutor Guidance(1) ,,1,951,1,系統工程與科技學士學位學程,Undergraduate Degree Program of System Engineering and Technology,必修,Required,,13,T
